city,latitude,longitude,date,NO2,SO2,CO,O3,AOD,temperature,humidity,wind_speed,rainfall,pressure,PM2.5,PM10
Dindigul,10.3673,77.9803,2024-07-08,16.008,5.42,0.1302,30.81,0.2354,32.06,65.82,16.33,0.0,1012.6,6.46,13.24
Dindigul,10.3673,77.9803,2024-07-09,10.74,5.333,0.1776,27.2,0.1366,34.64,67.2,12.16,0.0,1008.19,8.38,16.79
Dindigul,10.3673,77.9803,2024-07-10,23.788,6.381,0.1904,37.275,0.3102,40.87,67.25,16.69,0.0,1013.18,11.06,19.95
Dindigul,10.3673,77.9803,2024-07-11,18.407,4.542,0.0935,41.918,0.2006,32.1,54.33,17.01,0.0,1006.2,7.71,14.5
Dindigul,10.3673,77.9803,2024-07-12,13.523,2.33,0.2685,42.856,0.132,35.2,75.85,16.22,0.0,1009.81,5.42,10.63
Dindigul,10.3673,77.9803,2024-07-13,15.782,3.267,0.1516,24.684,0.1104,37.43,76.33,19.86,0.0,1014.27,4.0,8.19
Dindigul,10.3673,77.9803,2024-07-14,7.884,4.547,0.3984,32.086,0.2849,34.05,41.44,16.98,0.0,1014.8,6.21,11.13
Dindigul,10.3673,77.9803,2024-07-15,6.157,4.071,0.1943,32.906,0.1668,30.91,64.4,16.89,1.15,1005.38,4.0,7.81
Dindigul,10.3673,77.9803,2024-07-16,21.058,5.874,0.1729,26.496,0.2606,31.24,59.5,15.47,0.0,1014.79,10.46,21.23
Dindigul,10.3673,77.9803,2024-07-17,24.962,4.27,0.1986,42.952,0.3237,32.12,47.63,17.01,0.0,1015.09,10.81,19.49
Dindigul,10.3673,77.9803,2024-07-18,9.824,2.852,0.1905,30.279,0.0989,36.65,64.34,12.79,0.1,1012.84,5.04,9.42
Dindigul,10.3673,77.9803,2024-07-19,14.918,4.532,0.2628,28.542,0.0746,34.72,58.21,17.33,2.33,1011.02,4.04,8.46
Dindigul,10.3673,77.9803,2024-07-20,14.669,2.081,0.2177,30.661,0.1452,35.92,56.38,18.86,0.03,1008.72,4.0,6.07
Dindigul,10.3673,77.9803,2024-07-21,7.734,4.615,0.1934,27.989,0.1424,36.22,67.07,16.81,0.0,1007.45,4.04,7.39
Dindigul,10.3673,77.9803,2024-07-22,9.402,7.0,0.1756,33.809,0.0496,30.65,65.05,17.85,0.0,1013.05,4.0,6.32
Dindigul,10.3673,77.9803,2024-07-23,15.489,4.191,0.2466,40.891,0.1778,36.75,59.66,12.87,0.1,1010.97,9.79,15.84
Dindigul,10.3673,77.9803,2024-07-24,19.233,6.358,0.3298,26.061,0.1327,33.77,67.63,15.72,0.0,1010.98,8.1,16.3
Dindigul,10.3673,77.9803,2024-07-25,16.535,9.064,0.1952,27.78,0.1195,32.76,71.67,14.36,1.3,1011.91,8.26,14.35
Dindigul,10.3673,77.9803,2024-07-26,15.894,2.335,0.308,33.879,0.0865,39.16,52.48,17.45,1.64,1008.69,4.47,8.38
Dindigul,10.3673,77.9803,2024-07-27,13.154,8.356,0.3255,40.84,0.1759,31.31,72.89,17.4,1.11,1010.39,6.48,13.46
Dindigul,10.3673,77.9803,2024-07-28,10.966,5.094,0.2217,26.501,0.2156,29.34,62.07,19.61,2.54,1013.04,4.0,7.41
Dindigul,10.3673,77.9803,2024-07-29,15.73,4.477,0.1006,18.229,0.1889,31.1,49.93,16.3,0.0,1010.97,5.59,11.24
Dindigul,10.3673,77.9803,2024-07-30,25.908,8.517,0.1928,59.386,0.1838,31.25,58.6,16.23,0.61,1009.61,13.92,28.63
Dindigul,10.3673,77.9803,2024-07-31,14.952,3.519,0.1389,37.868,0.1858,35.1,57.0,14.63,0.0,1010.25,6.94,10.97
Dindigul,10.3673,77.9803,2024-08-01,18.884,4.911,0.1517,39.084,0.1765,29.86,42.91,15.8,0.16,1008.51,8.24,17.3
Dindigul,10.3673,77.9803,2024-08-02,11.793,6.056,0.2337,35.712,0.2674,33.61,76.77,15.5,0.0,1014.95,7.58,13.57
Dindigul,10.3673,77.9803,2024-08-03,20.606,6.745,0.1833,32.199,0.0969,35.72,66.42,11.9,4.8,1017.51,9.08,15.64
Dindigul,10.3673,77.9803,2024-08-04,8.305,2.2,0.2777,26.172,0.1193,34.94,53.96,10.67,0.0,1006.25,5.87,10.37
Dindigul,10.3673,77.9803,2024-08-05,16.844,1.571,0.0858,45.395,0.2493,35.24,54.13,14.3,0.0,1010.99,8.63,17.08
Dindigul,10.3673,77.9803,2024-08-06,22.161924686192467,7.029075313807532,0.2513,35.363,0.1252,32.99,50.63,14.74,0.0,1011.27,8.46,14.64
Dindigul,10.3673,77.9803,2024-08-07,15.204,5.274,0.1536,31.173,0.1818,32.66,71.4,12.98,1.0,1015.41,8.13,12.96
Dindigul,10.3673,77.9803,2024-08-08,9.019,1.228,0.2526,27.4,0.2462,35.97,68.66,14.39,0.0,1012.47,5.42,8.69
Dindigul,10.3673,77.9803,2024-08-09,6.63,3.894,0.2783,30.109,0.1202,32.19,64.83,15.59,1.84,1010.32,4.18,8.57
Dindigul,10.3673,77.9803,2024-08-10,15.103,4.74,0.1948,35.443,0.1995,29.18,57.66,10.87,3.3,1012.91,10.33,16.45
Dindigul,10.3673,77.9803,2024-08-11,18.412,7.672,0.3761,51.405,0.3093,31.2,46.97,13.01,1.04,1011.51,16.72,30.43
Dindigul,10.3673,77.9803,2024-08-12,18.181,8.269,0.2583,43.787,0.02,32.06,65.23,15.25,1.52,1006.09,8.55,14.39
Dindigul,10.3673,77.9803,2024-08-13,14.991,4.225,0.4321,48.188,0.2352,31.11,62.99,11.94,0.02,1007.03,13.09,21.0
Dindigul,10.3673,77.9803,2024-08-14,22.964,7.384,0.0916,28.954,0.2724,31.1,57.74,10.14,0.0,1014.46,18.81,32.98
Dindigul,10.3673,77.9803,2024-08-15,28.475,4.998,0.2431,43.298,0.2206,31.95,54.18,10.43,1.03,1011.7,19.41,32.46
Dindigul,10.3673,77.9803,2024-08-16,13.1,5.162,0.1861,27.146,0.1916,34.62,51.47,10.86,0.0,1011.54,10.6,17.94
Dindigul,10.3673,77.9803,2024-08-17,8.638,3.349,0.232,27.238,0.1508,31.55,65.95,15.43,0.0,1006.43,4.77,9.48
Dindigul,10.3673,77.9803,2024-08-18,14.98,3.627,0.2441,38.401,0.295,34.33,58.9,13.83,0.0,1011.05,12.15,20.3
Dindigul,10.3673,77.9803,2024-08-19,13.226,5.945,0.1096,36.884,0.0855,31.42,65.8,17.72,0.0,1012.07,4.05,7.39
Dindigul,10.3673,77.9803,2024-08-20,6.207,1.076,0.1309,23.991,0.1725,35.15,64.74,16.22,2.86,1008.13,4.0,6.3
Dindigul,10.3673,77.9803,2024-08-21,26.583,4.564,0.219,35.73,0.2575,29.85,58.19,7.68,0.0,1010.19,22.45,44.08
Dindigul,10.3673,77.9803,2024-08-22,13.853,3.542,0.3111,27.296,0.2063,33.3,50.44,14.27,1.89,1008.2,8.36,13.62
Dindigul,10.3673,77.9803,2024-08-23,11.408,6.127,0.297,29.984,0.2406,31.78,64.14,13.57,0.6,1014.52,10.17,18.73
Dindigul,10.3673,77.9803,2024-08-24,9.138,6.09,0.3245,28.37,0.1972,33.68,69.47,12.11,0.0,1010.34,8.85,13.41
Dindigul,10.3673,77.9803,2024-08-25,21.61,4.628,0.1796,52.692,0.1616,34.02,51.5,10.5,0.0,1012.82,18.7,29.64
Dindigul,10.3673,77.9803,2024-08-26,20.437,5.045,0.3038,29.11,0.02,34.08,58.16,12.07,0.0,1006.59,10.3,17.45
Dindigul,10.3673,77.9803,2024-08-27,19.103,5.513,0.2767,55.191,0.2863,29.92,56.96,14.35,2.77,1007.83,13.69,24.75
Erode,11.341,77.7172,2024-01-01,46.266,13.536,0.3394,29.768,0.2824,24.4,62.03,9.64,0.0,1009.68,65.18,127.02
Erode,11.341,77.7172,2024-01-02,26.387,13.148,0.5751,28.196,0.2625,25.48,67.03,5.87,0.0,1018.05,53.47,98.59
Erode,11.341,77.7172,2024-01-03,30.893,7.406,0.4174,25.902,0.3215,28.55,79.8,8.44,1.88,1007.36,39.31,72.04
Erode,11.341,77.7172,2024-01-04,38.23,10.978,0.5286,41.599,0.4068,23.79,52.56,8.72,3.95,1011.74,58.8,116.18
Erode,11.341,77.7172,2024-01-05,23.323,7.776,0.4064,28.321,0.3055,30.84,73.9,8.57,0.0,1009.71,36.28,65.82
Erode,11.341,77.7172,2024-01-06,42.408,11.281,0.4766,23.802,0.4595,22.22,65.74,6.38,0.0,1011.67,85.68,161.77
Erode,11.341,77.7172,2024-01-07,32.361,11.633,0.4353,28.272,0.4455,23.59,62.4,4.75,0.0,1012.97,79.93,142.79
Erode,11.341,77.7172,2024-01-08,46.351,8.072,0.6344,46.808,0.4356,26.4,63.65,8.72,0.4,1014.1,78.15,133.26
Erode,11.341,77.7172,2024-01-09,32.51,9.278,0.4115,21.089,0.2314,28.44,66.71,9.69,8.04,1009.84,31.38,64.23
Erode,11.341,77.7172,2024-01-10,35.197,13.31,0.5655,32.15,0.2809,26.93,70.26,10.13,3.05,1009.99,52.88,85.88
Erode,11.341,77.7172,2024-01-11,24.35,12.959,0.2498,17.968,0.4118,27.38,61.61,7.78,0.0,1003.41,55.47,113.47
Erode,11.341,77.7172,2024-01-12,33.657,11.718,0.4675,18.653,0.5287,29.07,56.6,6.55,0.69,1010.29,71.24,123.77
Erode,11.341,77.7172,2024-01-13,28.268,7.022,0.3624,31.021,0.3175,24.81,57.65,8.5,0.0,1010.61,35.92,65.22
Erode,11.341,77.7172,2024-01-14,28.622,11.173,0.6633,18.864,0.4227,25.41,66.99,8.3,0.0,1011.05,63.97,102.96
Erode,11.341,77.7172,2024-01-15,33.375,14.939,0.5782,40.873,0.4012,30.58,60.54,6.51,0.0,1009.26,69.77,142.49
Erode,11.341,77.7172,2024-01-16,31.935,10.541,0.4768,38.06,0.2551,23.12,48.02,5.3,0.02,1009.67,55.4,90.65
Erode,11.341,77.7172,2024-01-17,32.956,13.092,0.6197,30.688,0.3136,24.79,66.25,4.83,0.0,1007.46,67.07,127.2
Erode,11.341,77.7172,2024-01-18,34.04,7.596,0.3462,22.664,0.4443,25.54,48.35,10.44,0.0,1010.08,45.42,76.19
Erode,11.341,77.7172,2024-01-19,37.985,15.29,0.4292,32.173,0.3494,22.34,75.13,8.57,2.58,1011.85,62.37,112.8
Erode,11.341,77.7172,2024-01-20,30.846,11.914,0.6915,31.365,0.4494,26.23,70.42,7.22,1.82,1007.95,62.82,120.36
Erode,11.341,77.7172,2024-01-21,29.648,8.106,0.4151,32.231,0.3763,32.45,77.92,7.93,1.15,1013.03,45.14,85.45
Erode,11.341,77.7172,2024-01-22,39.029,12.64,0.5931,30.914,0.4232,26.5,61.69,8.57,0.0,1009.91,71.08,136.28
Erode,11.341,77.7172,2024-01-23,33.048,7.814,0.315,27.204,0.3958,28.13,64.12,7.75,0.0,1010.14,47.62,92.33
Erode,11.341,77.7172,2024-01-24,34.901,8.546,0.461,29.284,0.4788,26.8,65.83,7.07,0.0,1010.8,66.42,118.89
Erode,11.341,77.7172,2024-01-25,32.034,14.409,0.5931,33.17,0.3055,26.87,69.10953974895398,8.82,0.0,1012.94,61.19,117.12
Erode,11.341,77.7172,2024-01-26,47.839,15.303,0.7836,40.094,0.5637,26.79,75.9,10.35,0.0,1014.18,91.48,141.34
Erode,11.341,77.7172,2024-01-27,25.781,10.71,0.4173,24.314,0.3368,23.63,75.62,8.38,0.0,1011.26,39.88,75.19
Erode,11.341,77.7172,2024-01-28,33.942,9.963,0.434,39.859,0.2588,22.51,75.73,4.41,0.0,1004.99,61.34,116.42
Erode,11.341,77.7172,2024-01-29,20.672,6.982,0.3481,34.972,0.2909,28.54,75.41,10.77,1.3,1009.12,26.56,52.5
Erode,11.341,77.7172,2024-01-30,42.337,11.492,0.4625,36.116,0.3745,25.22,70.43,10.07,0.0,1005.02,54.81,96.63
Erode,11.341,77.7172,2024-01-31,38.623,12.693,0.4342,24.956,0.3324,33.18,84.93,7.79,0.0,1009.18,58.96,123.31
Erode,11.341,77.7172,2024-02-01,35.083,8.309,0.4803,38.467,0.2514,28.62,81.09,6.09,0.0,1016.08,56.71,89.95
Erode,11.341,77.7172,2024-02-02,30.628,9.085,0.5033,33.801,0.3552,23.19,73.46,8.56,0.0,1010.35,49.0,90.76
Erode,11.341,77.7172,2024-02-03,21.748,8.86,0.28,17.698,0.3225,27.78,73.4,9.46,0.01,1009.72,29.11,58.87
Erode,11.341,77.7172,2024-02-04,21.964,11.633,0.4043,30.924,0.3144,28.02,89.13,4.66,0.0,1008.67,49.47,87.47
Erode,11.341,77.7172,2024-02-05,37.54,5.32,0.4935,27.775,0.4679,28.35,67.31,11.48,0.0,1016.01,47.19,91.15
Erode,11.341,77.7172,2024-02-06,33.149,9.443,0.4655,25.553,0.3472,32.1,73.3,6.47,0.0,1007.7,57.22,101.02
Erode,11.341,77.7172,2024-02-07,33.341,11.622,0.5027,34.793,0.4286,26.56,69.84,7.56,0.0,1012.68,63.34,126.92
Erode,11.341,77.7172,2024-02-08,28.378,7.425,0.356,23.507,0.3168,27.98,62.51,7.62,0.35,1013.51,46.21,92.33
Erode,11.341,77.7172,2024-02-09,33.656,11.986,0.3329,28.326,0.4712,30.41,78.03,8.93,0.0,1015.96,59.37,113.93
Erode,11.341,77.7172,2024-02-10,27.868,14.773,0.2959,24.015,0.2381,27.22,61.73,7.33,0.11,1005.15,45.78,90.08
Erode,11.341,77.7172,2024-02-11,32.483,5.24,0.3643,27.817,0.3275,23.84,57.57,9.57,0.0,1010.63,36.18,59.64
Erode,11.341,77.7172,2024-02-12,23.961087866108787,7.647205020920501,0.3709,23.524,0.3635,30.88,60.44,6.78,0.27,1010.51,48.14,96.35
Erode,11.341,77.7172,2024-02-13,31.527,6.978,0.3734,32.382,0.513,22.11,70.14,8.68,0.0,1009.15,51.98,107.42
Erode,11.341,77.7172,2024-02-14,31.158,11.838,0.457,41.121,0.3503,26.21,79.44,5.1,0.0,1011.21,70.39,120.82
Erode,11.341,77.7172,2024-02-15,28.845,9.749,0.5176,27.741,0.4413,27.68,75.48,10.79,0.0,1011.96,47.92,72.7
Erode,11.341,77.7172,2024-02-16,43.847,11.063,0.6608,37.415,0.3979,27.89,81.02,8.84,0.0,1016.47,74.18,147.47
Erode,11.341,77.7172,2024-02-17,27.601,9.21,0.4463,29.659,0.3284,27.54,78.0,5.58,0.0,1016.09,47.6,83.28
Erode,11.341,77.7172,2024-02-18,37.104,11.002,0.4772,33.145,0.4161,26.47,80.63,5.03,0.35,1010.98,70.56,137.63
Erode,11.341,77.7172,2024-02-19,31.567,8.325,0.4548,26.391,0.4119,25.5,83.98,10.22,7.36,1009.68,35.16,66.42
Erode,11.341,77.7172,2024-02-20,33.296,12.807,0.4512,33.436,0.5906,24.55,77.28,8.76,2.02,1010.93,75.4,139.15
Erode,11.341,77.7172,2024-02-21,46.795,11.8,0.5567,34.825,0.3399,26.71,79.96,5.64,0.0,1004.16,92.33,152.95
Erode,11.341,77.7172,2024-02-22,23.484,7.505,0.3714,24.932,0.3062,27.13,65.25,10.08,0.0,1005.71,28.44,58.37
Erode,11.341,77.7172,2024-02-23,41.094,16.26,0.4217,29.136,0.3943,27.5,79.59,9.16,0.0,1009.94,69.05,122.55
Erode,11.341,77.7172,2024-02-24,25.94,9.559,0.3047,7.424,0.3875,27.56,62.95,10.17,7.48,1010.38,30.48,57.14
Erode,11.341,77.7172,2024-02-25,26.63,6.538,0.3072,27.868,0.4026,27.79,66.58,8.37,0.0,1013.82,36.92,58.67
Erode,11.341,77.7172,2024-02-26,48.651,9.315,0.4965,42.222,0.4916,22.84,73.19,11.63,0.66,1019.67,58.29,89.3
Erode,11.341,77.7172,2024-02-27,35.172,10.949,0.5342,21.75,0.3462,28.86,75.36,6.32,0.0,1009.4,62.1,129.54
Erode,11.341,77.7172,2024-02-28,32.581,5.691,0.3025,29.228,0.3499,23.87,78.42,8.42,0.0,1012.55,41.42,76.54
Erode,11.341,77.7172,2024-02-29,35.468,11.068,0.4545,31.152,0.3864,29.96,89.22,9.32,0.0,1012.13,54.98,109.39
Erode,11.341,77.7172,2024-03-01,23.984,11.891,0.3308,29.169,0.2441,31.16,69.91,8.23,0.0,1010.32,35.94,74.19
Erode,11.341,77.7172,2024-03-02,38.062,11.642,0.5398,37.937,0.3547,26.83,86.09,9.82,0.0,1012.21,56.64,117.33
Erode,11.341,77.7172,2024-03-03,19.873,8.416,0.3586,25.431,0.367,31.89,82.63,6.57,0.0,1012.61,39.71,70.25
Erode,11.341,77.7172,2024-03-04,36.781,9.108,0.4935,25.768,0.3897,27.52,86.03,7.33,0.0,1009.37,56.52,110.19
Erode,11.341,77.7172,2024-03-05,28.567,11.972,0.5472,26.616,0.3919,29.79,74.93,11.96,0.0,1015.55,40.5,68.85
Erode,11.341,77.7172,2024-03-06,33.743,9.891,0.3285,33.625,0.3863,33.24,68.6,4.15,0.0,1007.46,68.7,133.69
Erode,11.341,77.7172,2024-03-07,35.496,9.079,0.6827,44.11,0.3825,30.81,75.05,9.3,0.0,1016.29,56.91,86.67
Erode,11.341,77.7172,2024-03-08,23.353,7.99,0.3693,18.403,0.3305,25.49,64.14,7.61,0.0,1016.69,33.69,62.5
Erode,11.341,77.7172,2024-03-09,30.129,10.049,0.5251,22.043,0.4102,24.87,70.36,8.26,0.0,1012.23,48.56,87.1
Erode,11.341,77.7172,2024-03-10,22.618,10.839,0.4888,38.241,0.4688,29.53,85.57,8.35,0.0,1006.65,47.69,93.68
Erode,11.341,77.7172,2024-03-11,29.68,10.553,0.3929,32.656,0.2714,26.54,63.77,13.95,0.0,1011.22,28.8,55.13
Erode,11.341,77.7172,2024-03-12,31.911,12.227,0.3618,26.983,0.273,28.33,66.24,4.78,2.54,1011.78,50.99,77.1
Erode,11.341,77.7172,2024-03-13,35.669,8.573,0.3273,33.659,0.3064,27.83,75.99,6.76,1.22,1007.95,45.04,50.87987394957983
Erode,11.341,77.7172,2024-03-14,36.267,13.481,0.5425,41.13,0.3338,29.27,73.99,6.65,0.0,1013.78,70.3,122.51
Erode,11.341,77.7172,2024-03-15,21.069,8.304,0.2331,23.878,0.2585,29.65,71.77,7.32,0.0,1006.29,26.41,46.81
Erode,11.341,77.7172,2024-03-16,25.827,11.884,0.3761,30.355,0.3462,28.49,80.06,10.99,0.0,1013.71,35.17,68.98
Erode,11.341,77.7172,2024-03-17,21.1,7.861,0.4128,28.298,0.3106,31.19,75.51,8.21,0.2,1010.32,39.83,69.03
Erode,11.341,77.7172,2024-03-18,45.39,6.276,0.5374,41.906,0.4337,27.38,72.75,6.72,0.0,1009.74,73.25,116.73
Erode,11.341,77.7172,2024-03-19,22.914,5.548,0.3458,21.249,0.2825,31.8,87.46,2.31,0.0,1008.5,36.89,60.75
Erode,11.341,77.7172,2024-03-20,19.175,7.605,0.329,25.876,0.2838,30.01,76.33,8.81,0.02,1012.99,25.12,45.89
Erode,11.341,77.7172,2024-03-21,14.421,8.613,0.3117,28.795,0.2373,29.23,82.25,12.6,0.0,1010.05,16.66,28.27
Erode,11.341,77.7172,2024-03-22,25.221,8.048,0.3304,33.449,0.2183,29.55,76.84,7.26,0.0,1015.76,34.71,69.68
Erode,11.341,77.7172,2024-03-23,32.462,9.133,0.5034,32.972,0.3316,29.98,98.0,6.25,0.0,1007.72,49.14,86.95
Erode,11.341,77.7172,2024-03-24,13.207,5.809,0.3982,21.238,0.1657,31.49,88.19,7.25,0.0,1012.36,15.82,29.62
Erode,11.341,77.7172,2024-03-25,29.551,10.09,0.4261,19.15,0.2029,27.78,77.06,10.29,7.14,1007.84,26.52,53.6
Erode,11.341,77.7172,2024-03-26,34.388,9.456,0.4923,31.652,0.3892,33.06,58.32,10.93,0.0,1006.38,45.65,89.7
Erode,11.341,77.7172,2024-03-27,26.746,8.231,0.2646,19.197,0.2551,26.63,66.47,9.27,0.0,1008.1,28.72,52.99
Erode,11.341,77.7172,2024-03-28,27.849,12.671,0.2876,36.485,0.3784,31.84,85.31,9.73,0.0,1009.25,40.62,85.14
Erode,11.341,77.7172,2024-03-29,37.588,12.479,0.4406,29.079,0.3644,32.13,83.18,8.0,0.0,1011.95,58.4,97.96
Erode,11.341,77.7172,2024-03-30,28.396,5.866,0.4225,28.93,0.2286,31.57,70.27,10.99,0.0,1010.18,25.15,38.83
Erode,11.341,77.7172,2024-03-31,17.741,6.241,0.3898,28.094,0.3325,34.05,70.72,8.7,0.0,1009.77,23.56,41.49
Erode,11.341,77.7172,2024-04-01,20.66,8.596,0.548,26.896,0.3169,32.25,77.24,9.95,1.05,1009.91,29.27,49.59
Erode,11.341,77.7172,2024-04-02,24.428,4.714,0.3916,25.65,0.2948,28.44,66.01,8.4,0.0,1014.19,25.09,47.4
Erode,11.341,77.7172,2024-04-03,18.503,4.724,0.3076,23.863,0.245,27.44,65.61,9.55,0.0,1012.45,19.99,30.53
Erode,11.341,77.7172,2024-04-04,24.922,8.949,0.1605,33.844,0.2985,32.58,66.82,11.34,0.0,1013.71,24.81,50.68
Erode,11.341,77.7172,2024-04-05,28.056,7.573,0.2969,26.568,0.2848,29.5,68.64,10.4,1.48,1012.68,27.3,43.96
Erode,11.341,77.7172,2024-04-06,17.609,7.682,0.3961,33.09,0.2857,32.02,74.09,9.51,3.13,1011.75,24.55,39.18
Erode,11.341,77.7172,2024-04-07,24.943,6.2,0.3759,41.34,0.3862,29.45,69.87,8.13,0.0,1007.11,39.68,76.52
Erode,11.341,77.7172,2024-04-08,22.49,6.629,0.3139,24.4,0.2683,32.43,80.4,7.49,0.0,1011.46,29.94,62.26
Erode,11.341,77.7172,2024-04-09,22.888,9.249,0.4959,30.743,0.1608,24.24,77.4,9.9,1.76,1011.56,25.93,49.6
Erode,11.341,77.7172,2024-04-10,20.134,8.161,0.4117,26.445,0.2566,37.66,83.52,12.57,0.31,1006.62,20.4,37.29
Erode,11.341,77.7172,2024-04-11,22.411,5.475,0.2406,31.484,0.4187,30.77,89.12,13.37,0.0,1012.55,24.93,46.61
Erode,11.341,77.7172,2024-04-12,18.34,8.77,0.344,42.264,0.3013,35.12,75.64,9.74,0.0,1009.86,30.98,50.64
Erode,11.341,77.7172,2024-04-13,22.832,7.239,0.4965,41.652,0.2488,32.93,68.17,9.05,0.0,1007.74,27.54,54.99
Erode,11.341,77.7172,2024-04-14,32.031,6.833,0.3532,35.32,0.2788,31.04,68.36,13.25,0.0,1013.82,26.81,52.6
Erode,11.341,77.7172,2024-04-15,19.668,5.741,0.2866,31.576,0.1541,29.48,71.57,6.7,0.0,1011.61,21.06,36.58
Erode,11.341,77.7172,2024-04-16,26.284,7.923,0.1449,20.683,0.2955,31.85,74.13,13.37,0.0,1012.53,22.13,40.25
Erode,11.341,77.7172,2024-04-17,26.217,9.623,0.5331,20.914,0.3133,33.59,69.7,12.39,0.0,1013.03,31.58,59.17
Erode,11.341,77.7172,2024-04-18,31.886,11.237,0.3162,38.695,0.3577,33.95,65.32,12.85,0.0,1008.36,34.15,63.47
Erode,11.341,77.7172,2024-04-19,19.765,8.528,0.3186,34.466,0.2173,29.98,68.66,8.92,0.87,1006.81,21.05,40.78
Erode,11.341,77.7172,2024-04-20,23.038,6.413,0.4727,26.477,0.2695,33.63,81.88,10.88,0.0,1010.52,21.65,41.3
Erode,11.341,77.7172,2024-04-21,19.798,4.043,0.3822,15.068,0.2556,30.82,92.35,5.78,0.5,1008.3,25.43,41.56
Erode,11.341,77.7172,2024-04-22,27.141,7.891,0.2715,29.57,0.1707,34.36,70.32,9.29,0.0,1005.16,25.75,45.32
Erode,11.341,77.7172,2024-04-23,31.537,8.438,0.1332,32.65,0.3017,33.7,74.01,8.56,0.0,1010.7,37.09,61.23
Erode,11.341,77.7172,2024-04-24,18.518,8.612,0.2693,27.777,0.2301,32.12,63.27,10.63,1.66,1014.24,20.28,40.12
Erode,11.341,77.7172,2024-04-25,21.184,10.267,0.5516,27.048,0.1938,32.03,81.18,10.39,0.0,1007.84,24.78,43.39
Erode,11.341,77.7172,2024-04-26,25.136,9.335,0.3297,28.375,0.3044,29.51,66.47,10.02,0.0,1009.52,26.96,56.11
Erode,11.341,77.7172,2024-04-27,29.272,10.646,0.2685,27.605,0.2233,34.48,84.48,6.31,0.0,1012.43,32.28,56.36
Erode,11.341,77.7172,2024-04-28,19.981,7.273,0.3161,34.902,0.3491,28.91,88.67,14.84,0.0,1008.37,18.15,32.78
Erode,11.341,77.7172,2024-04-29,24.411,10.3,0.6441,35.163,0.2442,32.27,75.85,9.58,0.0,1012.32,31.04,50.9
Erode,11.341,77.7172,2024-04-30,15.304,9.931,0.1727,21.397,0.2405,32.62,84.4,11.11,10.11,1010.26,18.29,29.45
Erode,11.341,77.7172,2024-05-01,22.694,5.073,0.2929,29.676,0.3218,33.97,74.44,11.01,2.94,1011.94,18.51,30.7
Erode,11.341,77.7172,2024-05-02,27.318,6.321,0.4209,22.703,0.1425,28.83,73.36,12.79,0.0,1002.07,19.18,38.21
Erode,11.341,77.7172,2024-05-03,18.569,7.585,0.2932,29.71,0.1257,31.04,66.15,15.47,0.0,1012.92,9.06,18.81
Erode,11.341,77.7172,2024-05-04,26.681,7.597,0.4021,51.345,0.2996,32.45,74.23,11.35,0.45,1009.04,31.88,65.03
Erode,11.341,77.7172,2024-05-05,26.265,8.133,0.3044,29.933,0.3283,31.02,71.86,11.82,0.0,1011.19,28.64,59.7
Erode,11.341,77.7172,2024-05-06,22.963,8.404,0.5268,37.981,0.2239,35.29,64.83,9.98,0.0,1013.12,23.08,45.76
Erode,11.341,77.7172,2024-05-07,17.545,6.726,0.2648,32.826,0.2088,31.54,60.16,13.66,0.0,1011.97,12.99,22.4
Erode,11.341,77.7172,2024-05-08,24.31,6.397,0.2274,38.431,0.3357,31.9,76.05,10.39,0.0,1005.88,23.14,44.93
Erode,11.341,77.7172,2024-05-09,28.829,8.601,0.3436,39.437,0.2028,35.76,74.11,15.35,0.0,1010.63,18.16,35.22
Erode,11.341,77.7172,2024-05-10,32.542,6.379,0.3091,31.95,0.0828,31.09,68.94,18.29,1.77,1011.78,9.65,19.69
Erode,11.341,77.7172,2024-05-11,23.69,7.614,0.255,23.489,0.4186,35.36,61.61,12.16,0.54,1010.7,26.14,42.9
Erode,11.341,77.7172,2024-05-12,25.311,4.989,0.4534,45.862,0.1299,35.53,71.28,9.49,0.47,1006.63,20.57,38.97
Erode,11.341,77.7172,2024-05-13,17.273,2.693,0.154,28.02,0.179,35.85,62.89,11.68,0.0,1012.2,10.38,17.41
Erode,11.341,77.7172,2024-05-14,13.582,6.999,0.3425,28.081,0.1378,33.38,90.1,11.03,0.0,1015.71,13.95,21.66
Erode,11.341,77.7172,2024-05-15,22.584,6.591,0.3803,45.177,0.2764,31.45,70.78,18.37,0.2,1011.4,10.37,16.84
Erode,11.341,77.7172,2024-05-16,10.889,4.816,0.226,36.05,0.2456,36.39,78.81,11.28,0.0,1010.85,14.02,26.35
Erode,11.341,77.7172,2024-05-17,15.349,2.316,0.1169,32.456,0.2577,31.15,82.47,11.71,0.0,1009.23,13.23,25.42
Erode,11.341,77.7172,2024-05-18,22.77,7.743,0.4557,29.033,0.1441,34.45,72.43,12.58,0.0,1010.91,15.14,24.91
Erode,11.341,77.7172,2024-05-19,17.848,5.423,0.2676,30.202,0.2145,35.82,77.86,12.19,4.49,1007.89,11.78,18.94
Erode,11.341,77.7172,2024-05-20,18.714,11.495,0.3647,33.719,0.1692,33.33,83.31,11.48,0.0,1010.76,22.16,46.17
Erode,11.341,77.7172,2024-05-21,24.278,3.632,0.322,43.811,0.2476,26.17,74.66,12.04,0.0,1005.51,18.48,28.19
Erode,11.341,77.7172,2024-05-22,19.724,3.896,0.1637,23.784,0.1413,33.32,69.8,9.61,0.0,1009.47,11.77,24.54
