city,latitude,longitude,date,NO2,SO2,CO,O3,AOD
Tiruchirappalli,10.7905,78.7047,2024-03-22,23.267,8.831,0.4166,32.479,0.4355
Tiruchirappalli,10.7905,78.7047,2024-03-23,31.648,8.665,0.4762,34.005,0.2905
Tiruchirappalli,10.7905,78.7047,2024-03-24,24.328,11.04,0.4069,29.105,0.3393
Tiruchirappalli,10.7905,78.7047,2024-03-25,32.337,6.595,0.4667,35.025,0.4452
Tiruchirappalli,10.7905,78.7047,2024-03-26,23.274,7.757,0.3224,36.119,0.2147
Tiruchirappalli,10.7905,78.7047,2024-03-27,30.288,10.333,0.5347,35.882,0.349
Tiruchirappalli,10.7905,78.7047,2024-03-28,29.849,8.347,0.4025,27.144,0.3093
Tiruchirappalli,10.7905,78.7047,2024-03-29,42.102,12.052,0.6287,27.489,0.2824
Tiruchirappalli,10.7905,78.7047,2024-03-30,19.958,8.507,0.283,20.595,0.3091
Tiruchirappalli,10.7905,78.7047,2024-03-31,23.082,9.836,0.4281,25.543,0.3893
Tiruchirappalli,10.7905,78.7047,2024-04-01,29.874,8.662,0.3872,47.543,0.3238
Tiruchirappalli,10.7905,78.7047,2024-04-02,20.199,8.13,0.3779,26.992,0.1902
Tiruchirappalli,10.7905,78.7047,2024-04-03,21.874,10.023,0.2288,18.103,0.2779
Tiruchirappalli,10.7905,78.7047,2024-04-04,27.768,12.205,0.5134,33.84,0.2954
Tiruchirappalli,10.7905,78.7047,2024-04-05,25.2,10.439,0.5047,13.49,0.3351
Tiruchirappalli,10.7905,78.7047,2024-04-06,26.886,9.909,0.2608,34.208,0.2367
Tiruchirappalli,10.7905,78.7047,2024-04-07,39.095,6.818,0.5423,42.959,0.2934
Tiruchirappalli,10.7905,78.7047,2024-04-08,23.061,4.584,0.3662,29.271,0.2749
Tiruchirappalli,10.7905,78.7047,2024-04-09,33.278,9.857,0.55,36.906,0.4334
Tiruchirappalli,10.7905,78.7047,2024-04-10,25.81,6.776,0.4438,28.105,0.2512
Tiruchirappalli,10.7905,78.7047,2024-04-11,35.545,6.614,0.5226,34.083,0.3082
Tiruchirappalli,10.7905,78.7047,2024-04-12,13.833,6.285,0.2944,25.472,0.2046
Tiruchirappalli,10.7905,78.7047,2024-04-13,20.477,8.716,0.4469,38.364,0.3253
Tiruchirappalli,10.7905,78.7047,2024-04-14,24.988,4.801,0.2852,28.617,0.2426
Tiruchirappalli,10.7905,78.7047,2024-04-15,25.469,6.591,0.3306,30.384,0.1864
Tiruchirappalli,10.7905,78.7047,2024-04-16,28.107,10.235,0.359,41.328,0.3572
Tiruchirappalli,10.7905,78.7047,2024-04-17,18.683,6.459,0.4323,26.709,0.283
Tiruchirappalli,10.7905,78.7047,2024-04-18,14.492,7.087,0.2602,25.197,0.3231
Tiruchirappalli,10.7905,78.7047,2024-04-19,22.293,9.654,0.3638,37.951,0.2097
Tiruchirappalli,10.7905,78.7047,2024-04-20,18.513,9.426,0.2771,15.393,0.3316
Tiruchirappalli,10.7905,78.7047,2024-04-21,19.884,10.064,0.2655,25.062,0.309
Tiruchirappalli,10.7905,78.7047,2024-04-22,18.721,7.91,0.2592,30.337,0.2489
Tiruchirappalli,10.7905,78.7047,2024-04-23,23.906,7.049,0.4421,29.874,0.2492
Tiruchirappalli,10.7905,78.7047,2024-04-24,26.124,5.507,0.2517,28.253,0.1719
Tiruchirappalli,10.7905,78.7047,2024-04-25,17.622,4.044,0.2298,23.74,0.2571
Tiruchirappalli,10.7905,78.7047,2024-04-26,24.548,5.375,0.2764,31.057,0.378
Tiruchirappalli,10.7905,78.7047,2024-04-27,24.744,8.513,0.3121,31.523,0.1811
Tiruchirappalli,10.7905,78.7047,2024-04-28,27.444,6.486,0.2635,19.769,0.2514
Tiruchirappalli,10.7905,78.7047,2024-04-29,24.139,7.611,0.277,22.795,0.1766
Tiruchirappalli,10.7905,78.7047,2024-04-30,18.281,9.028,0.4236,39.716,0.2649
Tiruchirappalli,10.7905,78.7047,2024-05-01,23.115,7.962,0.3761,27.584,0.3122
Tiruchirappalli,10.7905,78.7047,2024-05-02,27.336,6.271,0.2679,36.745,0.2182
Tiruchirappalli,10.7905,78.7047,2024-05-03,29.239,10.439,0.4283,26.878,0.1172
Tiruchirappalli,10.7905,78.7047,2024-05-04,15.56,6.806,0.3277,28.897,0.1576
Tiruchirappalli,10.7905,78.7047,2024-05-05,29.277,7.255,0.3671,36.174,0.2338
Tiruchirappalli,10.7905,78.7047,2024-05-06,20.939,5.999,0.1998,32.815,0.2528
Tiruchirappalli,10.7905,78.7047,2024-05-07,19.053,7.662,0.3139,28.413,0.3309
Tiruchirappalli,10.7905,78.7047,2024-05-08,,,0.2133,26.403,0.1942
Tiruchirappalli,10.7905,78.7047,2024-05-09,16.161,7.186,0.2565,19.838,0.23
Tiruchirappalli,10.7905,78.7047,2024-05-10,31.415,8.007,0.3046,21.588,0.2551
Tiruchirappalli,10.7905,78.7047,2024-05-11,18.964,7.743,0.4396,29.618,0.2147
Tiruchirappalli,10.7905,78.7047,2024-05-12,23.359,8.086,0.3481,20.416,0.2962
Tiruchirappalli,10.7905,78.7047,2024-05-13,23.708,9.056,0.4239,30.166,0.4579
Tiruchirappalli,10.7905,78.7047,2024-05-14,19.219,6.815,0.2495,26.901,0.301
Tiruchirappalli,10.7905,78.7047,2024-05-15,27.6,12.734,0.4096,33.749,0.3006
Tiruchirappalli,10.7905,78.7047,2024-05-16,16.187,5.686,0.2505,35.762,0.1838
Tiruchirappalli,10.7905,78.7047,2024-05-17,18.761,6.712,0.3489,44.7,0.2261
Tiruchirappalli,10.7905,78.7047,2024-05-18,13.38,10.47,0.2236,31.105,0.1047
Tiruchirappalli,10.7905,78.7047,2024-05-19,22.659,8.276,0.2444,31.925,0.2258
Tiruchirappalli,10.7905,78.7047,2024-05-20,22.838,4.204,0.2672,36.72,0.2079
Tiruchirappalli,10.7905,78.7047,2024-05-21,15.74,5.492,0.1673,30.588,0.2985
Tiruchirappalli,10.7905,78.7047,2024-05-22,19.972,1.438,0.3285,40.445,0.238
Tiruchirappalli,10.7905,78.7047,2024-05-23,17.219,5.662,0.2945,35.955,0.2753
Tiruchirappalli,10.7905,78.7047,2024-05-24,11.999,5.703,0.3756,21.154,0.17
Tiruchirappalli,10.7905,78.7047,2024-05-25,33.913,8.602,0.3764,36.161,0.3358
Tiruchirappalli,10.7905,78.7047,2024-05-26,11.803,5.716,0.3107,23.874,0.0732
Tiruchirappalli,10.7905,78.7047,2024-05-27,14.791,8.135,0.4683,27.599,0.1683
Tiruchirappalli,10.7905,78.7047,2024-05-28,20.739,3.542,0.3817,45.705,0.1925
Tiruchirappalli,10.7905,78.7047,2024-05-29,20.873,5.445,0.3789,36.349,0.1744
Tiruchirappalli,10.7905,78.7047,2024-05-30,17.762,5.81,0.3187,31.793,0.1903
Tiruchirappalli,10.7905,78.7047,2024-05-31,20.947,5.188,0.2278,41.069,0.2714
Tiruchirappalli,10.7905,78.7047,2024-06-01,19.146,8.401,0.292,32.003,0.241
Tiruchirappalli,10.7905,78.7047,2024-06-02,15.849,5.505,0.2134,14.191,0.2848
Tiruchirappalli,10.7905,78.7047,2024-06-03,16.758,7.842,0.1925,36.904,0.2871
Tiruchirappalli,10.7905,78.7047,2024-06-04,16.68,4.522,0.2295,32.708,0.2441
Tiruchirappalli,10.7905,78.7047,2024-06-05,19.113,6.897,0.2533,35.81,0.2297
Tiruchirappalli,10.7905,78.7047,2024-06-06,18.29,4.28,0.3939,27.478,0.1279
Tiruchirappalli,10.7905,78.7047,2024-06-07,21.864,4.022,0.173,20.772,0.1741
Tiruchirappalli,10.7905,78.7047,2024-06-08,13.238,4.151,0.2808,43.447,0.2582
Tiruchirappalli,10.7905,78.7047,2024-06-09,9.547,5.342,0.2301,35.344,0.2307
Tiruchirappalli,10.7905,78.7047,2024-06-10,28.949,4.952,0.3303,35.879,0.2439
Tiruchirappalli,10.7905,78.7047,2024-06-11,18.038,8.044,0.2032,30.732,0.3434
Tiruchirappalli,10.7905,78.7047,2024-06-12,21.732,5.596,0.1778,35.062,0.2007
Tiruchirappalli,10.7905,78.7047,2024-06-13,24.201,6.077,0.3036,28.802,0.2117
Tiruchirappalli,10.7905,78.7047,2024-06-14,11.968,5.771,0.2169,18.464,0.0483
Tiruchirappalli,10.7905,78.7047,2024-06-15,18.552,8.833,0.3672,26.36,0.3249
Tiruchirappalli,10.7905,78.7047,2024-06-16,12.352,4.13,0.197,25.003,0.1661
Tiruchirappalli,10.7905,78.7047,2024-06-17,17.861,3.518,0.1967,38.567,0.2407
Tiruchirappalli,10.7905,78.7047,2024-06-18,14.437,6.299,0.121,20.784,0.1442
Tiruchirappalli,10.7905,78.7047,2024-06-19,14.5,2.299,0.2261,34.309,0.1844
Tiruchirappalli,10.7905,78.7047,2024-06-20,7.307,6.146,0.1416,23.088,0.1823
Tiruchirappalli,10.7905,78.7047,2024-06-21,22.435,3.757,0.2031,15.157,0.1514
Tiruchirappalli,10.7905,78.7047,2024-06-22,16.972,5.399,0.3586,24.008,0.1244
Tiruchirappalli,10.7905,78.7047,2024-06-23,2.869,4.913,0.2747,32.392,0.2546
Tiruchirappalli,10.7905,78.7047,2024-06-24,10.393,6.657,0.2405,32.944,0.3185
Tiruchirappalli,10.7905,78.7047,2024-06-25,23.176,5.096,0.4219,21.837,0.175
Tiruchirappalli,10.7905,78.7047,2024-06-26,10.535,4.218,0.2377,23.268,0.2941
Tiruchirappalli,10.7905,78.7047,2024-06-27,14.724,5.838,0.1773,31.238,0.1937
Tiruchirappalli,10.7905,78.7047,2024-06-28,17.979,0.5,0.2644,28.812,0.2024
Tiruchirappalli,10.7905,78.7047,2024-06-29,18.366,4.345,0.2745,33.73,0.1859
Tiruchirappalli,10.7905,78.7047,2024-06-30,15.016,8.278,0.4354,43.106,0.223
Tiruchirappalli,10.7905,78.7047,2024-07-01,23.392,5.606,0.2688,28.225,0.1582
Tiruchirappalli,10.7905,78.7047,2024-07-02,11.974,8.242,0.1824,31.791,0.1606
Tiruchirappalli,10.7905,78.7047,2024-07-03,20.435,4.089,0.3202,29.47,0.3697
Tiruchirappalli,10.7905,78.7047,2024-07-04,19.601,4.75,0.3332,28.314,0.2158
Tiruchirappalli,10.7905,78.7047,2024-07-05,15.881,4.838,0.3427,41.704,0.2032
Tiruchirappalli,10.7905,78.7047,2024-07-06,6.317,4.379,0.2956,29.189,0.2894
Tiruchirappalli,10.7905,78.7047,2024-07-07,16.839,1.718,0.148,25.103,0.1335
Tiruchirappalli,10.7905,78.7047,2024-07-08,17.209,3.614,0.2807,29.872,0.1657
Tiruchirappalli,10.7905,78.7047,2024-07-09,21.167,7.734,0.0572,28.816,0.0827
Tiruchirappalli,10.7905,78.7047,2024-07-10,7.089,5.397,0.3394,35.294,0.1237
Tiruchirappalli,10.7905,78.7047,2024-07-11,22.625,0.739,0.1432,27.551,0.1892
Tiruchirappalli,10.7905,78.7047,2024-07-12,23.339,7.999,0.2907,11.432,0.2815
Tiruchirappalli,10.7905,78.7047,2024-07-13,21.49,2.551,0.2516,40.078,0.2322
Tiruchirappalli,10.7905,78.7047,2024-07-14,17.86,1.935,0.2154,32.057,0.1659
Tiruchirappalli,10.7905,78.7047,2024-07-15,22.482,4.086,0.2699,31.907,0.186
Tiruchirappalli,10.7905,78.7047,2024-07-16,15.894,4.572,0.2238,24.91,0.1447
Tiruchirappalli,10.7905,78.7047,2024-07-17,14.693,2.41,0.1665,22.524,0.1636
Tiruchirappalli,10.7905,78.7047,2024-07-18,18.06,4.579,0.2069,31.978,0.1682
Tiruchirappalli,10.7905,78.7047,2024-07-19,14.533,7.391,0.3162,27.012,0.1317
Tiruchirappalli,10.7905,78.7047,2024-07-20,15.817,3.36,0.2071,21.978,0.1413
Tiruchirappalli,10.7905,78.7047,2024-07-21,10.029,6.569,0.291,32.714,0.2043
Tiruchirappalli,10.7905,78.7047,2024-07-22,10.449,5.892,0.1336,27.567,0.14
Tiruchirappalli,10.7905,78.7047,2024-07-23,18.881,8.889,0.2403,31.218,0.1261
Tiruchirappalli,10.7905,78.7047,2024-07-24,15.618,4.144,0.0756,20.449,0.1691
Tiruchirappalli,10.7905,78.7047,2024-07-25,14.714,4.67,0.169,21.567,0.1476
Tiruchirappalli,10.7905,78.7047,2024-07-26,10.158,5.856,0.1651,39.146,0.02
Tiruchirappalli,10.7905,78.7047,2024-07-27,21.911,1.926,0.1668,23.893,0.108
Tiruchirappalli,10.7905,78.7047,2024-07-28,19.788,6.374,0.2344,23.817,0.1592
Tiruchirappalli,10.7905,78.7047,2024-07-29,16.333,5.328,0.1977,30.776,0.1027
Tiruchirappalli,10.7905,78.7047,2024-07-30,15.699,6.003,0.1628,32.29,0.1872
Tiruchirappalli,10.7905,78.7047,2024-07-31,19.522,9.607,0.2422,37.573,0.2692
Tiruchirappalli,10.7905,78.7047,2024-08-01,23.375,7.164,0.2178,23.826,0.2247
Tiruchirappalli,10.7905,78.7047,2024-08-02,11.9,6.932,0.05,25.068,0.1859
Tiruchirappalli,10.7905,78.7047,2024-08-03,14.212,6.982,0.2107,25.623,0.1676
Tiruchirappalli,10.7905,78.7047,2024-08-04,13.802,2.62,0.2445,32.939,0.1499
Tiruchirappalli,10.7905,78.7047,2024-08-05,13.776,8.568,0.2367,29.677,0.2475
Tiruchirappalli,10.7905,78.7047,2024-08-06,15.709,3.78,0.1359,33.717,0.0949
Tiruchirappalli,10.7905,78.7047,2024-08-07,9.761,4.087,0.331,35.764,0.02
Tiruchirappalli,10.7905,78.7047,2024-08-08,21.27,6.186,0.3227,28.545,0.1372
Tiruchirappalli,10.7905,78.7047,2024-08-09,16.185,4.154,0.171,19.152,0.1306
Tiruchirappalli,10.7905,78.7047,2024-08-10,12.662,3.691,0.2695,35.588,0.0627
Tiruchirappalli,10.7905,78.7047,2024-08-11,15.291,5.274,0.2803,32.772,0.1875
Tiruchirappalli,10.7905,78.7047,2024-08-12,24.474,3.913,0.1737,29.076,0.2943
Tiruchirappalli,10.7905,78.7047,2024-08-13,9.117,4.882,0.1971,33.477,0.0895
Tiruchirappalli,10.7905,78.7047,2024-08-14,15.172,3.078,0.05,23.558,0.2698
Tiruchirappalli,10.7905,78.7047,2024-08-15,22.414,7.757,0.1987,17.161,0.2014
Tiruchirappalli,10.7905,78.7047,2024-08-16,21.648,6.612,0.3451,30.038,0.2251
Tiruchirappalli,10.7905,78.7047,2024-08-17,20.47,3.94,0.2471,26.335,0.1719
Tiruchirappalli,10.7905,78.7047,2024-08-18,23.179,4.832,0.1631,29.843,0.2258
Tiruchirappalli,10.7905,78.7047,2024-08-19,26.2,4.728,0.3008,25.126,0.1417
Tiruchirappalli,10.7905,78.7047,2024-08-20,37.047,4.406,0.3487,35.147,0.0876
Tiruchirappalli,10.7905,78.7047,2024-08-21,20.252,7.123,0.281,43.25,0.2111
Tiruchirappalli,10.7905,78.7047,2024-08-22,20.341,0.5,0.2433,26.246,0.1226
Tiruchirappalli,10.7905,78.7047,2024-08-23,22.894,8.251,0.3642,42.61,0.1735
Tiruchirappalli,10.7905,78.7047,2024-08-24,22.391,8.188,0.2163,52.518,0.2211
Tiruchirappalli,10.7905,78.7047,2024-08-25,19.579,5.349,0.3375,35.677,0.2248
Tiruchirappalli,10.7905,78.7047,2024-08-26,11.861,5.484,0.2697,16.501,0.1564
Tiruchirappalli,10.7905,78.7047,2024-08-27,13.374,3.554,0.1888,25.242,0.1619
Salem,11.6643,78.146,2024-01-01,41.41,14.141,0.6068,30.993,0.5224
Salem,11.6643,78.146,2024-01-02,35.025,10.724,0.4323,21.069,0.3838
Salem,11.6643,78.146,2024-01-03,36.433,12.096,0.6247,28.763,0.4427
Salem,11.6643,78.146,2024-01-04,51.604,14.153,0.6688,21.671,0.5136
Salem,11.6643,78.146,2024-01-05,42.405,11.677,0.6832,15.82,0.5249
Salem,11.6643,78.146,2024-01-06,45.208,14.076,0.5692,26.846,0.4498
Salem,11.6643,78.146,2024-01-07,41.831,10.905,0.642,29.123,0.306
Salem,11.6643,78.146,2024-01-08,37.575,11.322,0.5721,27.212,0.4011
Salem,11.6643,78.146,2024-01-09,28.079,12.31,0.4115,15.907,0.3461
Salem,11.6643,78.146,2024-01-10,39.758,11.296,0.4344,22.74,0.3456
Salem,11.6643,78.146,2024-01-11,33.047,10.718,0.4313,30.392,0.4201
Salem,11.6643,78.146,2024-01-12,42.534,14.184,0.4128,19.554,0.3752
Salem,11.6643,78.146,2024-01-13,35.15,12.877,0.5483,18.708,0.3169
Salem,11.6643,78.146,2024-01-14,46.034,12.276,0.6396,24.49,0.6387
Salem,11.6643,78.146,2024-01-15,36.386,11.245,0.5397,9.267,0.3596
Salem,11.6643,78.146,2024-01-16,48.265,15.906,0.5777,21.722,0.4182
Salem,11.6643,78.146,2024-01-17,50.309,18.545,0.6592,38.065,0.6458
Salem,11.6643,78.146,2024-01-18,42.76,14.099,0.5239,30.712,0.2405
Salem,11.6643,78.146,2024-01-19,38.28,11.268,0.6412,21.665,0.368
Salem,11.6643,78.146,2024-01-20,42.473,12.459,0.5903,23.183,0.502
Salem,11.6643,78.146,2024-01-21,52.626,15.75,0.6925,30.281,0.356
Salem,11.6643,78.146,2024-01-22,45.588,15.013,0.6162,30.938,0.4575
Salem,11.6643,78.146,2024-01-23,39.987,14.37,0.4753,21.719,0.4535
Salem,11.6643,78.146,2024-01-24,32.228,11.025,0.461,24.578,0.3931
Salem,11.6643,78.146,2024-01-25,33.249,8.315,0.4454,16.117,0.2926
Salem,11.6643,78.146,2024-01-26,57.569,14.958,0.5301,23.532,0.4898
Salem,11.6643,78.146,2024-01-27,34.713,16.899,0.4095,19.177,0.3991
Salem,11.6643,78.146,2024-01-28,45.961,14.276,0.6069,25.409,0.5511
Salem,11.6643,78.146,2024-01-29,45.36,15.106,0.7299,37.482,0.4882
Salem,11.6643,78.146,2024-01-30,40.286,11.78,0.5471,35.375,0.4311
Salem,11.6643,78.146,2024-01-31,31.316,9.494,0.5555,15.861,0.5895
Salem,11.6643,78.146,2024-02-01,30.592,9.4,0.4666,30.98,0.3939
Salem,11.6643,78.146,2024-02-02,45.463,14.686,0.4866,19.542,0.3512
Salem,11.6643,78.146,2024-02-03,38.185,11.056,0.4958,15.571,0.3931
Salem,11.6643,78.146,2024-02-04,33.742,14.454,0.5347,20.251,0.6088
Salem,11.6643,78.146,2024-02-05,49.562,12.488,0.6382,18.951,0.6564
Salem,11.6643,78.146,2024-02-06,47.5,9.852,0.5442,22.915,0.4192
Salem,11.6643,78.146,2024-02-07,32.539,14.496,0.6978,19.106,0.4415
Salem,11.6643,78.146,2024-02-08,44.064,9.277,0.5661,23.773,0.4985
Salem,11.6643,78.146,2024-02-09,44.788,16.32,0.5352,16.484,0.4684
Salem,11.6643,78.146,2024-02-10,35.084,9.774,0.554,29.038,0.4228
Salem,11.6643,78.146,2024-02-11,42.442,10.279,0.5685,39.833,0.3902
Salem,11.6643,78.146,2024-02-12,37.081,11.672,0.6687,34.486,0.4261
Salem,11.6643,78.146,2024-02-13,34.101,12.668,0.4146,14.52,0.3896
Salem,11.6643,78.146,2024-02-14,31.988,11.763,0.709,27.975,0.3947
Salem,11.6643,78.146,2024-02-15,38.631,11.36,0.5812,22.142,0.5676
Salem,11.6643,78.146,2024-02-16,43.59,16.32,0.3987,36.368,0.5637
Salem,11.6643,78.146,2024-02-17,38.757,12.189,0.6178,20.12,0.4607
Salem,11.6643,78.146,2024-02-18,36.914,13.019,0.5344,22.801,0.4554
Salem,11.6643,78.146,2024-02-19,25.764,8.462,0.3627,18.506,0.2608
Salem,11.6643,78.146,2024-02-20,29.291,12.416,0.4556,18.291,0.3072
Salem,11.6643,78.146,2024-02-21,38.433,14.677,0.6017,26.513,0.4144
Salem,11.6643,78.146,2024-02-22,43.021,11.095,0.5332,20.86,0.4146
Salem,11.6643,78.146,2024-02-23,36.426,12.776,0.4338,17.971,0.5042
Salem,11.6643,78.146,2024-02-24,29.146,9.952,0.3305,15.951,0.3551
Salem,11.6643,78.146,2024-02-25,29.498,13.529,0.4947,22.818,0.4367
Salem,11.6643,78.146,2024-02-26,35.163,10.272,0.4539,30.242,0.3842
Salem,11.6643,78.146,2024-02-27,44.545,13.179,0.6459,42.306,0.5845
Salem,11.6643,78.146,2024-02-28,33.442,12.54,0.626,24.663,0.3744
Salem,11.6643,78.146,2024-02-29,40.061,12.09,0.5285,21.82,0.51
Salem,11.6643,78.146,2024-03-01,36.804,15.613,0.6531,27.144,0.5334
Salem,11.6643,78.146,2024-03-02,35.154,8.532,0.5084,6.985,0.3148
Salem,11.6643,78.146,2024-03-03,41.621,13.413,0.6122,18.127,0.5193
Salem,11.6643,78.146,2024-03-04,29.595,12.14,0.3441,20.381,0.2962
Salem,11.6643,78.146,2024-03-05,37.464,15.403,0.5594,19.233,0.3994
Salem,11.6643,78.146,2024-03-06,27.294,11.844,0.4656,14.568,0.352
Salem,11.6643,78.146,2024-03-07,45.203,14.302,0.7213,34.363,0.6443
Salem,11.6643,78.146,2024-03-08,41.231,12.357,0.4091,22.742,0.5393
Salem,11.6643,78.146,2024-03-09,38.304,11.478,0.5249,18.677,0.3351
Salem,11.6643,78.146,2024-03-10,23.862,9.116,0.4762,23.102,0.3926
Salem,11.6643,78.146,2024-03-11,45.942,11.287,0.5846,31.782,0.4804
Salem,11.6643,78.146,2024-03-12,33.7,12.662,0.6053,21.727,0.4481
Salem,11.6643,78.146,2024-03-13,32.337,10.335,0.4641,35.904,0.3904
Salem,11.6643,78.146,2024-03-14,30.62,9.297,0.4265,19.107,0.2456
Salem,11.6643,78.146,2024-03-15,42.961,12.487,0.5897,29.782,0.4552
Salem,11.6643,78.146,2024-03-16,31.717,11.997,0.4668,24.44,0.3672
Salem,11.6643,78.146,2024-03-17,37.719,12.015,0.5562,27.874,0.4605
Salem,11.6643,78.146,2024-03-18,28.832,10.968,0.3606,21.643,0.3591
Salem,11.6643,78.146,2024-03-19,36.736,10.024,0.5543,31.258,0.5083
Salem,11.6643,78.146,2024-03-20,35.061,13.621,0.4011,40.287,0.4716
Salem,11.6643,78.146,2024-03-21,26.036,10.145,0.3355,11.463,0.3033
Salem,11.6643,78.146,2024-03-22,27.768,11.131,0.5509,22.268,0.3947
Salem,11.6643,78.146,2024-03-23,36.503,11.21,0.3578,21.638,0.3333
Salem,11.6643,78.146,2024-03-24,29.471,8.914,0.5047,24.313,0.3591
Salem,11.6643,78.146,2024-03-25,46.103,15.003,0.5415,20.224,0.3053
Salem,11.6643,78.146,2024-03-26,36.898,13.675,0.6113,13.823,0.3959
Salem,11.6643,78.146,2024-03-27,31.607,8.534,0.4582,25.852,0.4027
Salem,11.6643,78.146,2024-03-28,33.71,11.448,0.3838,27.138,0.2909
Salem,11.6643,78.146,2024-03-29,39.891,10.655,0.5185,22.955,0.4231
Salem,11.6643,78.146,2024-03-30,26.666,10.925,0.5529,31.002,0.4527
Salem,11.6643,78.146,2024-03-31,24.087,11.619,0.5308,24.025,0.5438
Salem,11.6643,78.146,2024-04-01,30.254,8.923,0.4691,20.096,0.4606
Salem,11.6643,78.146,2024-04-02,30.963,11.483,0.2866,17.347,0.336
Salem,11.6643,78.146,2024-04-03,40.678,11.054,0.5256,22.701,0.309
Salem,11.6643,78.146,2024-04-04,28.253,10.386,0.2845,24.98,0.2609
Salem,11.6643,78.146,2024-04-05,36.182,11.077,0.405,20.784,0.2629
Salem,11.6643,78.146,2024-04-06,37.802,10.967,0.3915,20.95,0.312
Salem,11.6643,78.146,2024-04-07,27.122,9.365,0.3693,19.68,0.3379
Salem,11.6643,78.146,2024-04-08,39.797,9.98,0.423,28.35,0.2357
Salem,11.6643,78.146,2024-04-09,39.228,10.289,0.5286,29.196,0.3698
Salem,11.6643,78.146,2024-04-10,24.602,10.683,0.344,19.018,0.2719
Salem,11.6643,78.146,2024-04-11,23.897,7.642,0.3544,25.792,0.341
Salem,11.6643,78.146,2024-04-12,32.465,9.84,0.3746,20.917,0.2645
Salem,11.6643,78.146,2024-04-13,23.145,6.935,0.3183,19.093,0.2786
Salem,11.6643,78.146,2024-04-14,23.63,11.373,0.5004,22.696,0.2481
Salem,11.6643,78.146,2024-04-15,28.014,9.356,0.3913,20.608,0.2845
Salem,11.6643,78.146,2024-04-16,26.517,13.829,0.4519,18.026,0.2777
Salem,11.6643,78.146,2024-04-17,36.324,7.357,0.5337,19.922,0.5044
Salem,11.6643,78.146,2024-04-18,33.351,11.035,0.4495,31.589,0.3226
Salem,11.6643,78.146,2024-04-19,23.274,7.403,0.4101,11.179,0.3298
Salem,11.6643,78.146,2024-04-20,27.317,7.437,0.381,9.405,0.3357
Salem,11.6643,78.146,2024-04-21,35.035,11.054,0.4042,29.733,0.519
Salem,11.6643,78.146,2024-04-22,33.064,9.551,0.5169,30.302,0.2822
Salem,11.6643,78.146,2024-04-23,36.04,11.19,0.6256,37.876,0.4322
Salem,11.6643,78.146,2024-04-24,24.137,8.957,0.3557,25.825,0.1958
Salem,11.6643,78.146,2024-04-25,24.316,8.368,0.3522,24.481,0.2676
Salem,11.6643,78.146,2024-04-26,19.287,7.982,0.2717,15.201,0.2279
Salem,11.6643,78.146,2024-04-27,21.067,7.133,0.3592,14.965,0.2155
Salem,11.6643,78.146,2024-04-28,31.032,8.343,0.4427,24.157,0.3066
Salem,11.6643,78.146,2024-04-29,22.153,5.765,0.3191,23.536,0.3164
Salem,11.6643,78.146,2024-04-30,30.995,6.557,0.3039,15.992,0.2165
Salem,11.6643,78.146,2024-05-01,28.111,13.111,0.3286,25.792,0.2846
Salem,11.6643,78.146,2024-05-02,19.793,7.506,0.247,21.772,0.2245
Salem,11.6643,78.146,2024-05-03,27.84,8.116,0.3857,31.843,0.3464
Salem,11.6643,78.146,2024-05-04,17.473,7.204,0.176,17.583,0.1672
Salem,11.6643,78.146,2024-05-05,26.924,10.011,0.2793,17.499,0.2939
Salem,11.6643,78.146,2024-05-06,19.776,4.392,0.2853,32.002,0.3804
Salem,11.6643,78.146,2024-05-07,26.002,10.707,0.3261,23.856,0.3278
Salem,11.6643,78.146,2024-05-08,26.223,10.2,0.4866,24.287,0.3806
Salem,11.6643,78.146,2024-05-09,21.098,6.298,0.3111,22.861,0.2131
Salem,11.6643,78.146,2024-05-10,30.586,4.869,0.4271,27.571,0.1655
Salem,11.6643,78.146,2024-05-11,,,0.3325,16.914,0.3124
Salem,11.6643,78.146,2024-05-12,27.132,9.453,0.2746,26.173,0.3032
Salem,11.6643,78.146,2024-05-13,32.31,9.53,0.1998,19.612,0.3231
Salem,11.6643,78.146,2024-05-14,28.609,8.834,0.3002,22.366,0.265
Salem,11.6643,78.146,2024-05-15,12.88,6.296,0.2019,22.442,0.2264
Salem,11.6643,78.146,2024-05-16,23.673,6.312,0.262,17.387,0.3085
Salem,11.6643,78.146,2024-05-17,30.194,9.528,0.3206,21.612,0.29
Salem,11.6643,78.146,2024-05-18,32.947,9.0,0.3478,34.191,0.3366
Salem,11.6643,78.146,2024-05-19,24.833,4.619,0.4392,12.449,0.2791
Salem,11.6643,78.146,2024-05-20,33.575,5.211,0.2383,22.452,0.2655
Salem,11.6643,78.146,2024-05-21,31.729,10.502,0.2767,30.884,0.235
Salem,11.6643,78.146,2024-05-22,14.853,6.023,0.3328,20.305,0.2028
Salem,11.6643,78.146,2024-05-23,24.915,8.496,0.3429,22.602,0.1915
Salem,11.6643,78.146,2024-05-24,20.911,5.667,0.5457,22.647,0.1937
Salem,11.6643,78.146,2024-05-25,34.327,7.577,0.4031,28.21,0.2535
Salem,11.6643,78.146,2024-05-26,34.325,13.929,0.343,35.219,0.4417
Salem,11.6643,78.146,2024-05-27,28.873,8.344,0.3295,29.381,0.4222
